Max,Min  ,STD,Kurtosis,Skewness,Class
2.927233606,0.332508899,0.541819771,2.765951522,-0.764884564,1
2.701817282,0.777652552,0.280252265,5.931210306,-1.078224935,1
3.612247895,1.14414826,0.421004866,2.745090728,-0.681641492,1
4.072256672,0.948864785,0.444760518,2.639522654,-0.401261184,1
3.752915993,1.469960779,0.382423936,2.591066745,-0.677154976,1
3.638340892,1.068877945,0.354091746,3.309057458,-0.519532483,1
3.704254038,1.263794956,0.399139356,2.314438181,-0.280481158,1
3.465092073,1.009584518,0.351691269,3.178082729,0.214912211,1
2.765464754,0.917528175,0.233280029,4.043511837,-0.60016723,1
3.165944018,1.151575883,0.266539269,4.587274941,-0.965363556,1
2.934547258,0.966313776,0.271255257,4.329532591,-1.130657477,1
3.092999486,1.020369846,0.290636109,4.157536315,-0.778344745,1
3.038040396,1.229060995,0.253713992,3.509359571,-0.737140307,1
3.879407218,1.179097359,0.548692513,3.37725871,1.189688753,1
4.236802233,0.771324865,0.623523502,2.287327932,-0.547401619,1
4.047518824,0.685087408,0.642237826,3.657626456,1.313843511,1
4.28264075,1.076102987,0.866170258,1.643868557,0.42985883,1
4.120206519,0.706949648,0.920108482,1.428627093,-0.097457295,1
3.231352236,1.032918258,0.342397291,2.512418188,0.566289679,1
4.285272588,0.61987911,0.92060059,2.183634991,0.824511351,1
3.852655369,0.610365018,0.782560816,2.453539347,0.935744521,1
3.78531871,0.524473214,0.944971269,1.355886786,0.103008403,1
4.0462381,0.551762463,1.036850548,1.364933961,0.017964626,1
4.100222618,0.455919735,0.937327949,1.731461011,0.540012141,1
2.853666671,0.025829991,0.492091833,5.299193922,-1.367406219,1
2.863191878,0.021671088,0.569669022,4.886005536,-1.549227121,1
2.885502851,0.034646543,0.693199056,2.594420415,-0.803660021,1
2.89615533,0.120158348,0.837667597,1.413937469,0.155090477,1
2.958682694,0.058042244,0.770847392,2.058773037,-0.681115014,1
3.457356249,0.884508058,0.391563519,2.355486634,-0.163764698,1
3.019462797,0.069350027,0.873488239,1.324202027,-0.037291971,1
2.999697345,0.078471067,0.807801852,1.728697925,-0.452965065,1
3.029272516,0.080977089,0.798573804,2.002771414,-0.61361379,1
3.058926833,0.110591042,0.798931691,2.138707944,-0.834456581,1
2.939765061,0.658459057,0.309417506,5.301953477,-1.029565509,1
2.691475439,0.676236331,0.439080348,2.476879538,-0.202592205,1
2.769680493,1.207980643,0.38860025,1.862011593,0.0210137,1
2.17953595,0.961656671,0.231830159,3.675134807,-0.929668032,1
2.521134259,0.649992423,0.362605462,2.181571618,-0.608987673,1
2.770569108,0.555449521,0.443197054,1.831388501,-0.340163663,1
3.527393614,0.79641275,0.397696672,3.045691307,0.256487532,1
2.711557175,0.701627921,0.416564439,1.589127653,-0.092537559,1
2.761422284,0.726977332,0.423663142,1.532162842,0.057675896,1
2.664693749,0.731873775,0.351236609,2.138442972,0.012357347,1
2.652931729,0.616002216,0.358997897,1.971346125,-0.136395619,1
2.678304871,0.712361524,0.397649818,1.770893323,-0.230516882,1
2.664584544,0.652216371,0.415008707,1.592356951,-0.251505498,1
2.640878432,0.625428544,0.454811677,1.531885668,-0.017581246,1
2.725027412,0.955781235,0.367787724,1.947056366,0.28082636,1
2.796566762,0.744209052,0.394921285,1.936421184,-0.135461326,1
2.814552117,1.213011882,0.427738329,1.415638567,-0.081498833,1
3.476412638,0.962702068,0.340610383,3.446075299,0.413545804,1
2.635970833,0.689381952,0.37780583,2.500461117,0.695759917,1
3.059064248,0.923006696,0.414860771,2.115630772,0.53319037,1
3.456575538,0.557431665,0.432423671,2.463385554,0.564899426,1
2.851204628,0.728158291,0.47153263,1.614554391,0.202275497,1
2.799014503,0.655007601,0.460953443,1.856354309,0.381375595,1
2.235583513,0.053053396,0.38750821,3.10068613,0.423956019,1
2.139774234,0.457459308,0.319608327,1.851268277,0.019690273,1
2.206985773,0.606483491,0.288292931,2.605826707,0.681511103,1
2.526568324,0.263218342,0.383871985,2.667636825,-0.016637137,1
2.335601455,0.308170925,0.395178256,2.48844762,-0.34201802,1
3.404290634,1.50031868,0.39388173,2.822977433,0.261163903,1
2.179893874,0.380282961,0.474512883,1.402992199,-0.074597155,1
2.355022152,0.733913765,0.468912006,1.315150065,0.044719653,1
2.471747135,0.804546821,0.313009461,3.518621311,0.814686029,1
2.10948259,0.409312276,0.32686264,2.754543304,0.716224591,1
2.353186368,0.393433436,0.428755303,2.203495006,0.216968695,1
3.065992445,0.520284189,0.311470502,2.667608589,0.535503027,1
2.101499228,0.607702083,0.190886678,5.136312851,1.068814158,1
2.116547852,0.63600278,0.189160465,4.793059626,1.247403256,1
2.325882535,0.625212302,0.255530299,4.489326279,0.832294882,1
2.129370289,0.643960732,0.213525225,3.094639329,0.473417488,1
3.677630431,1.083482746,0.423033354,2.110687175,0.105433244,2
3.253712537,0.925989269,0.324095018,2.477528974,0.172791904,2
1.87796075,0.849497548,0.229024395,1.646254359,0.000406897,2
1.976956252,0.678822982,0.166640406,3.740879488,0.072020539,2
1.964848657,0.672369065,0.160613916,4.128060189,-0.479651922,2
2.044865556,0.588201059,0.174795978,4.392239715,0.022653448,2
1.968309973,0.547975829,0.250809203,1.841477202,0.211707046,2
1.94927051,0.553111569,0.208107629,3.135502751,0.76702685,2
2.015498386,0.615489768,0.222973047,2.986221977,0.588170395,2
1.968175947,1.080224289,0.145560583,3.201959655,0.593948152,2
2.045095303,0.576402214,0.242751561,1.964610161,0.116417423,2
2.670882089,0.472729558,0.482464109,2.145716885,-0.621625071,2
3.310173981,0.929256833,0.388302219,1.940400322,-0.003988629,2
2.272509314,0.829142955,0.288164802,2.41399613,-0.370899239,2
2.286728945,0.533829023,0.283499894,3.229705987,-0.217952109,2
2.354978899,0.7048109,0.316495543,2.120669226,-0.249036104,2
2.031308762,0.673107667,0.25572242,2.888880275,-0.884753582,2
2.062871194,0.512437965,0.257111917,4.635900187,-1.198039807,2
2.333138236,0.541966013,0.396514139,2.64740608,-0.809670829,2
2.381009694,0.496183976,0.361659563,3.0416726,-0.625774269,2
2.46741046,0.529383961,0.464176158,2.172657809,-0.634672884,2
2.472015411,0.435750914,0.409977805,2.727987285,-0.600187985,2
3.085104957,1.041947495,0.328211382,3.01791671,-0.095842356,2
3.417910352,1.332838127,0.361381215,1.899544266,0.15431756,2
2.996661911,0.995487234,0.328844144,2.394573938,0.351687553,2
3.33907376,1.129816545,0.368569006,2.762863128,0.711932038,2
3.26374369,0.820855158,0.366601382,2.775515296,0.476349479,2
3.08352069,0.926198325,0.332521311,2.47623497,0.400098028,2
3.760499519,1.184866302,0.277881785,3.65811761,0.020641911,2
3.158927138,1.075635115,0.31743546,3.238083201,-0.725842177,2
3.031862765,0.858235956,0.292612834,4.1805942,-0.736725217,2
3.055758737,1.629419549,0.33367812,2.565646658,0.745355915,2
3.297177795,0.9783932,0.272724953,3.655417142,-0.594644964,2
3.34573099,1.306728106,0.192947803,12.8965475,-1.554953489,2
3.447147061,1.033605333,0.344805794,3.024555382,0.525240251,2
3.095843801,1.33143071,0.193332505,4.810211691,-0.596772706,2
3.162950426,1.264421269,0.205368927,6.215496429,-0.885924378,2
3.14013886,1.067361296,0.21887638,10.40156117,-1.2454719,2
3.086225111,2.085198802,0.159776452,3.263670094,-0.165295656,2
3.177877742,1.251452807,0.169575481,13.53189082,-1.501705533,2
2.982843278,1.282717993,0.189061711,8.135356767,-1.264274066,2
3.053840249,1.210027551,0.18402974,10.71201894,-1.437910082,2
3.116205818,1.112028568,0.190895821,16.78591704,-2.251094502,2
3.178207681,2.089833032,0.160186186,3.538795989,-0.210173907,2
3.546260333,1.247627477,0.287846123,3.317468698,0.494261791,2
3.354212102,1.020850482,0.316500082,3.737479997,0.039366863,2
3.273277811,1.777983311,0.299906271,2.365735681,0.259395815,2
3.565656738,0.968683133,0.347403942,3.135598205,0.692307141,2
3.276362418,1.019928695,0.31385375,2.649065406,0.397259862,2
3.221329974,1.155954945,0.314766703,2.49784434,-0.087256871,2
3.345018584,1.161286106,0.306197348,3.21309971,0.488372526,2
2.532363207,0.851308703,0.294835807,2.935613036,0.328787115,2
3.310836906,1.100434049,0.258395228,5.597963089,0.172842021,2
2.544034772,0.762243111,0.316324557,2.750595868,0.629301872,2
2.545702893,0.838516669,0.300593108,3.347895226,-0.026179676,2
2.658707603,0.581335049,0.332710968,3.072137811,0.818379697,2
2.619430698,0.635394009,0.309584209,3.864844898,0.915448085,2
3.413757227,0.770349313,0.331893527,3.682721471,0.701255001,2
2.653106066,0.543540198,0.39789078,2.557989939,0.750354641,2
2.775037574,0.653381505,0.373215209,3.413732074,0.83384576,2
2.626947032,1.007465879,0.326157449,3.196104425,0.828668812,2
2.575895724,0.83606792,0.283712075,3.630482978,0.19244758,2
2.689211463,0.641181598,0.372145209,2.953173544,0.718953692,2
3.501370727,1.035462057,0.3455321,3.106613419,0.244084587,2
2.606659938,0.62260434,0.306479555,3.824845493,-0.707007622,2
2.642953105,0.790697307,0.323738374,3.245447635,0.357555324,2
2.546063622,0.784569595,0.30459551,3.689915036,-0.025042495,2
2.592583035,0.546673247,0.360760069,2.848671994,0.141438993,2
2.133232039,0.05091832,0.337929715,6.819282999,1.362249934,2
2.593275261,0.034463534,0.456991931,8.16218059,2.200503342,2
2.596582556,0.045777374,0.489890114,5.933489322,1.908133778,2
2.750522522,0.00837357,0.750792313,3.546938334,1.455379875,2
2.796992752,0.017439007,0.664592195,5.220995983,1.900163031,2
4.036178417,1.397612003,0.253532823,7.240763599,0.060805828,2
3.484685018,1.088060132,0.266197798,4.613593098,0.567775517,2
4.341723648,1.148193224,0.491332261,2.709153592,0.294833923,2
3.725446983,1.069786178,0.35592025,3.028075272,0.345497146,2
3.569601639,0.99734339,0.25239001,8.911837921,-1.078649401,2
3.516636069,1.298391639,0.240482984,4.555028966,0.56652952,2
3.795491241,1.159495153,0.296867103,4.707202486,0.319489659,2
4.045625457,1.807302292,0.388905453,2.459449202,-0.090433492,2
4.089350565,1.028468634,0.358528237,4.693839242,-0.441752523,2
4.107414381,1.316951866,0.365650237,4.066366978,0.122750575,2
4.293442643,1.76202679,0.3905,2.587609968,-0.137612392,2
2.983500304,0.053883968,0.774619409,3.694393352,1.527986365,2
3.473767013,1.089066107,0.267010715,3.572497534,0.147787699,2
2.883200387,0.011641014,0.798140338,3.451845483,1.389540197,2
2.925364053,0.036618915,0.755826506,4.713395586,1.80679517,2
3.032384468,0.116153392,0.578860098,6.072735089,1.961129924,2
3.073562373,0.23032728,0.805026998,3.870003595,1.54860874,2
2.988393055,0.0104002,0.924838168,1.716689288,0.642949964,2
3.144250014,0.168629723,0.919489144,1.821369476,0.764090056,2
3.181594323,0.047448426,1.027683837,1.264076432,0.213153984,2
3.185261529,0.086005952,0.879653847,3.280867075,1.388558786,2
3.117337336,0.122898645,0.932393128,1.912355349,0.774725993,2
4.210525084,1.141109472,0.606602185,3.821157452,-1.326307101,2
3.469675177,1.040743952,0.297859743,3.382193945,0.096089503,2
3.911615208,1.052294941,0.643964608,3.374909594,-1.212334851,2
4.187345098,1.135337714,0.740756371,2.355805464,-0.858947883,2
4.345281838,1.109215255,0.853468363,1.957051808,-0.693226649,2
4.517032076,1.180745615,0.741569575,2.54637639,-0.839549497,2
4.278272429,1.095564688,0.944957106,1.422478743,-0.23770696,2
4.287605221,0.705069398,0.930413259,1.3959747,-0.068544351,2
4.226775239,1.003355174,0.759430071,3.310536746,-1.203020807,2
4.204427029,1.082275739,0.717730444,3.767194353,-1.343545906,2
4.377520837,1.176409438,0.710424631,3.652015959,-1.23585292,2
2.671052429,0.562815639,0.43153687,1.945789402,0.147158009,2
3.446426495,1.040435451,0.351727634,2.761311586,0.42548999,2
2.712780458,0.646015804,0.429758255,2.036901314,0.25679412,2
2.690990224,0.663742813,0.430163237,2.077134728,0.451171056,2
2.636389943,0.570243622,0.444789229,2.087855761,0.580585326,2
2.626285647,0.636442177,0.389337455,2.127771683,0.654459666,2
2.626022297,0.605168035,0.427284095,1.811451393,0.32915539,2
2.743251318,0.591035875,0.440928079,1.99126785,0.455328684,2
2.682154189,0.651358492,0.441279406,1.870797313,0.403755517,2
2.62035811,1.22560731,0.327685882,1.849481905,0.404979367,2
2.632992796,0.927439657,0.343904009,2.15851399,0.095240932,2
2.683295754,0.815505059,0.404308798,1.635291992,0.152753965,2
3.470183357,0.980138078,0.325565047,3.149930338,0.21816398,2
2.805333129,0.849665293,0.406813719,2.344949387,-0.193479112,2
2.688134766,0.709565652,0.38931307,1.970795214,0.342554408,2
2.975699332,0.603914637,0.447796062,2.224461039,0.550071468,2
2.798631464,0.901107562,0.392570371,2.494316367,0.501150124,2
2.738347928,0.735998784,0.468217206,1.522466532,0.239997887,2
2.731069839,0.813620956,0.425492278,1.637399103,-0.198124791,2
2.646874139,0.492054201,0.42370926,1.796798185,-0.163381948,2
2.623444906,0.607883211,0.455677722,1.751652105,-0.239941176,2
2.800638932,0.834879828,0.432469158,1.710727923,-0.018939267,2
1.771106275,0.192476039,0.321815298,2.749377055,0.626562922,2
3.371644985,1.07202015,0.306629097,3.187295331,0.110355015,2
1.821801774,0.154957576,0.448271119,1.880624713,0.456229463,2
1.642732697,0.221684267,0.362072156,1.530952699,0.14496393,2
1.602486068,0.528300846,0.24768746,1.883861751,0.377834509,2
1.428866013,0.289105976,0.259989111,1.989677574,0.478924257,2
1.588630217,0.192078538,0.355074781,1.618784201,0.35737238,2
1.487297216,0.143076381,0.376751047,1.531787428,0.247107372,2
1.31515491,0.242656945,0.290700441,1.898232793,-0.035763813,2
1.529369312,0.132803839,0.37082598,1.609940367,0.407630824,2
1.522832001,0.154262165,0.292452066,2.445958247,0.763618941,2
2.08066231,0.71364523,0.360874343,1.726515394,0.443809308,2
2.56966222,0.089835471,0.374336223,4.598690589,-0.801222961,3
5.036683512,0.752731046,0.718843085,3.924606813,-1.100596552,3
2.673041662,0.102430433,0.546543511,2.537869414,0.471405856,3
2.519756022,0.274145967,0.515615085,2.055709983,-0.01847921,3
1.665630118,0.023492462,0.361736402,2.35718993,0.122813372,3
2.713373467,0.106287771,0.523990229,2.386035162,-0.090311606,3
1.801094771,0.058494783,0.406177399,1.997629302,0.048960935,3
2.748113509,0.369019953,0.442973858,2.550991333,0.212174992,3
2.276279448,0.13248814,0.401515741,2.64874665,-0.036601727,3
3.350762414,0.38535268,0.484953211,4.451745328,0.954139321,3
2.852310388,0.211837377,0.425435996,4.164414298,-0.912040128,3
2.188389949,0.369624374,0.36298112,2.720532627,-0.489771712,3
5.297400773,0.959103864,0.77354317,3.53789078,-0.908140079,3
3.23451005,0.266380676,0.577656514,2.222415645,-0.27927205,3
3.11045745,0.16277092,0.504214138,3.069229958,0.207396697,3
3.073779398,0.259775115,0.591101332,2.216035563,-0.360118422,3
2.58970414,0.050435688,0.413565618,3.429834623,-0.255212308,3
3.075902954,0.252744759,0.57079521,2.389744889,-0.351278245,3
3.480753533,0.695204358,0.555611393,2.573623621,-0.153157811,3
3.34534048,0.969161317,0.422063856,2.773968413,-0.138449234,3
3.428561308,0.72554475,0.56593755,2.607767297,-0.478362004,3
3.276374615,0.75230212,0.360501814,3.675891986,-0.235109045,3
3.326308306,1.019791734,0.42896611,2.868882365,-0.090423043,3
4.667666404,0.767526461,0.737916702,3.711265873,-1.109007678,3
3.597813683,0.927475745,0.464825913,2.908486234,-0.063095186,3
3.280903298,0.786557369,0.419872061,3.910547494,-0.612865724,3
3.263059175,0.674093053,0.483108783,2.997792128,-0.282909289,3
3.270529701,0.913487538,0.356991044,3.820879087,-0.104721649,3
