Max,Min  ,STD,Kurtosis,Skewness,Class
3.378989457,0.771365535,0.419159401,3.499559092,-0.012759669,3
2.94907579,0.65588682,0.423090741,2.574069447,-0.341225761,3
2.96750559,0.492350005,0.42878257,3.502977205,-0.542848668,3
3.131366951,0.499289916,0.438975403,3.084295232,-0.362119451,3
3.161840352,0.129474976,0.611063334,3.117184799,-0.795223123,3
3.303507681,1.094916527,0.354716327,2.98684682,0.058318804,3
4.891944183,0.850883064,0.748911083,3.311371555,-0.920601134,3
3.499406753,0.588972355,0.563393885,2.364968386,0.059274383,3
2.875281385,0.653675706,0.528153643,2.077651192,-0.169693394,3
2.926005616,1.118029188,0.377873852,2.40330376,-0.224391284,3
3.296068457,0.588175012,0.381696791,3.035041586,0.693277944,3
3.232892852,0.740616246,0.367396299,3.158455299,0.129038547,3
3.343943324,0.832084333,0.403275264,3.051901143,-0.162833495,3
3.514354197,0.561857329,0.478136171,2.914222741,-0.105007886,3
2.960914842,1.048216647,0.352091257,2.632896899,-0.457988303,3
3.030187279,0.591035829,0.506078571,2.35310567,-0.359487847,3
3.075576425,0.854142383,0.316563345,3.190130607,-0.08962088,3
4.667836549,0.758226157,0.740482775,3.884878122,-1.234946356,3
2.340888715,0.071139643,0.473282258,3.222640264,0.525709245,3
4.57262658,0.800361307,0.686354773,3.56817056,-1.108387274,3
5.010533857,1.275356305,0.683242203,3.549868537,-0.838603859,3
5.328170002,1.158547215,0.736494475,3.607541434,-0.992382716,3
4.928274876,1.0646867,0.720336655,4.231812731,-1.270406661,3
5.321859826,0.81550796,0.778777852,4.015525211,-1.10310791,3
2.921857816,0.181808658,0.524924792,2.62326776,-0.356006973,3
5.374367486,1.047320025,0.695752423,4.653797813,-1.177982293,3
4.598590336,1.232036336,0.647657458,3.78097399,-1.087628699,3
5.053095151,0.686007287,0.685037079,3.832771883,-0.963470581,3
4.791902961,1.1701311,0.689666927,3.489824796,-0.840821674,3
4.921279719,1.146618182,0.700338991,3.843067823,-1.112920268,3
5.578642821,0.829404465,0.761086671,3.667678499,-0.979048992,3
5.101932084,1.201775,0.691111652,3.832436377,-1.08749863,3
4.609431149,1.100674551,0.662939052,3.108372145,-0.724348517,3
4.991861919,1.32276807,0.740821011,3.652135115,-1.038161827,3
5.193465932,1.25971178,0.732437475,3.277463124,-0.851287497,3
2.332411189,0.149011016,0.433366415,3.375438514,-0.833526789,3
5.000020823,0.765393062,0.722161869,4.002048165,-1.242290454,3
4.670786278,1.091133421,0.715670084,3.102911908,-0.915452634,3
4.817988271,1.108997852,0.71039509,3.833441767,-1.155651052,3
4.725368817,0.912456862,0.658273696,3.53381774,-1.042867614,3
3.090971255,0.06116534,0.931681288,1.451244445,-0.051833219,3
2.595154136,0.865667624,0.222521029,3.201699587,-0.403446814,3
2.739472377,0.800653218,0.21764115,4.06523193,0.040707447,3
2.884034485,0.13471944,0.70493284,2.197466757,0.628034535,3
2.703538793,0.997853768,0.226922416,3.407940132,-0.140902913,3
2.557594846,0.932996167,0.221924168,3.314145007,0.207627417,3
3.504411156,0.232283777,0.606363129,2.504149871,-0.118316138,3
2.562197894,0.2087642,0.62071949,1.617928866,0.10849648,3
3.031167027,0.041476401,0.656721588,3.178738328,-1.018444039,3
2.72590189,0.137334076,0.345520481,8.563188503,-1.490382471,3
2.845936671,0.05138058,0.729904174,1.617052204,0.283376951,3
2.742776541,0.898302949,0.235247545,3.219737387,-0.101887188,3
2.8657051,1.065836565,0.263010645,3.017084678,0.230896271,3
2.422409273,0.10713297,0.554254589,2.48204677,0.81801591,3
2.836581348,0.024488385,0.457317122,7.919660183,-1.980053312,3
2.61446928,1.030867687,0.229207077,2.589497447,0.003667915,3
2.658570464,0.293212046,0.469088984,5.108189215,-1.558887319,3
2.225800682,0.147313349,0.353334391,3.468901223,-0.384369964,3
3.00579524,0.045016284,0.73043334,1.541733834,0.330712403,3
2.731111804,0.801179213,0.243512148,4.66630063,-0.221420258,3
2.691117689,0.068507445,0.632311776,2.293431547,0.719671218,3
2.740961853,0.806734959,0.239672997,4.926742098,-0.161196318,3
2.112116589,0.403768677,0.35005717,2.4498918,-0.152357247,3
2.336029236,0.281139899,0.401523329,2.63914034,0.531000301,3
1.983382228,0.248328346,0.355702067,2.26663218,-0.131177259,3
2.559932403,0.13742343,0.376400898,4.752521469,0.970576587,3
2.280035562,0.347890859,0.326841618,3.069530105,0.409748038,3
3.158204216,0.339445134,0.657931748,1.99826358,0.083683437,3
3.366158207,0.200270348,0.669888423,2.022384429,-0.217031773,3
3.297163048,0.201115314,0.823847314,1.713300675,-0.037556601,3
3.646174277,0.140663532,0.742048574,1.874895021,-0.121399603,3
3.074226261,0.301282251,0.688000782,1.647612048,-0.021270377,3
2.847656215,0.097210367,0.683527472,1.851170815,-0.204021991,3
3.105080344,0.026195885,0.823307742,1.614647428,-0.308174893,3
3.44733053,0.068208107,0.742007834,1.983139204,-0.227631469,3
3.298297493,0.459006,0.716395523,1.845355227,0.432191413,3
3.309562281,0.222347369,0.730765327,1.683964378,-0.087801256,3
3.941651939,0.254348809,0.896127055,1.685776206,-0.218875895,3
3.168262749,1.162698679,0.299978121,2.651608612,-0.042463157,3
3.34551443,0.261188777,0.508090055,3.898943667,0.405283773,3
1.596199824,0.028072509,0.384511701,2.152204148,0.40713103,3
1.732154469,0.013080792,0.320671153,4.299189914,1.117651276,3
2.037366037,0.026352189,0.395797927,2.914808607,0.482947437,3
1.601857558,0.033947138,0.216194029,5.370799051,1.034769147,3
1.648695699,0.043002673,0.378461637,2.287208157,0.426171099,3
1.008952418,0.035576028,0.176157027,3.355113435,0.642755123,3
1.892819739,0.019836746,0.399720217,2.787635052,0.556644971,3
2.074217117,0.016138091,0.39369855,6.904145487,2.033992649,3
1.667147934,0.010808481,0.36795369,2.317856497,0.345012117,3
2.641910177,0.530560703,0.38982388,2.407563689,-0.1981667,3
3.2800435,0.068410919,0.588436811,2.628549934,-0.094144988,3
3.099184151,0.514840289,0.510647445,2.827689808,-0.197412728,3
3.021911476,0.657505089,0.47797771,2.333698336,0.18660498,3
2.557645347,0.766637519,0.364055529,2.724832329,-0.56865162,3
3.06901072,0.720681162,0.481946092,2.946137805,-0.325594565,3
2.754347203,0.328685215,0.377945729,3.254344285,-0.328255599,3
2.976800796,0.643191866,0.386268409,2.807003957,-0.119099081,3
2.99927758,0.568516998,0.446718428,2.598104161,0.186851076,3
2.729843383,0.548206605,0.440196679,2.510506998,-0.439323204,3
2.941852555,0.62301489,0.348333533,3.336072919,-0.12841992,3
2.630556791,0.615250444,0.37747919,2.839749225,-0.323835339,3
4.977474015,1.079148867,0.714927972,3.10734415,-0.796771223,3
2.972580442,0.631712171,0.465836455,2.426101322,0.055356967,3
2.810486942,0.832402507,0.335643298,3.062958236,-0.379002541,3
3.002131084,0.855375752,0.469086557,2.318790169,0.282211392,3
2.699519096,0.698617416,0.389937983,2.606557113,-0.041408427,3
2.872970039,0.697162604,0.37655119,2.825742595,-0.399885277,3
2.873802469,0.609255257,0.413033506,2.844409801,0.183687202,3
2.933617148,0.405984107,0.39577165,2.922984872,-0.078660244,3
2.90587633,0.524328634,0.482860052,2.358721364,-0.332769094,3
2.874112611,0.861015382,0.37051463,2.834415666,-0.293254766,3
2.79919138,0.176071215,0.590318828,2.401170496,0.680905641,3
